objectid,name,country,nat_leg_te,leg_rec,area_ha,gfwid,globalid,shape_Length,shape_Area
135,Guajahp,Brazil,Indigenous Territory,Y,5036.8446,a73a05e6-3f89-440c-8e18-bd74a6462ef5,{36F84506-F4BE-4D28-BECA-631F85A81724},38592.7575475376,51557129.9056005
136,Guarani Araponga,Brazil,Indigenous Territory,Y,213.2033,8bdd8bed-8c36-4bb4-822e-607c147b79f0,{A67AA139-A08A-436E-8FFD-8160B18EEBEB},7738.99483784847,2597156.63455498
137,Guarani Barra do Ouro,Brazil,Indigenous Territory,Y,2268.6045,2063f11c-3868-4dbb-b31f-e731a1f5aa5c,{8A246C4A-BDF5-4224-8D3F-77BEB9310871},46382.8502170028,30173770.8038627
138,Guarani da Barragem,Brazil,Indigenous Territory,Y,26.3,8cdac044-40a8-440d-8249-8a755dd7b84e,{7F195662-7569-474C-8718-3F60C0BFD409},2636.84537104269,368258.651942661
139,Guarani de -guas Brancas,Brazil,Indigenous Territory,Y,230,033d6ef1-9815-4a11-92ec-0243f4bed60f,{280DE3FF-107F-484A-95DC-881A3C98F694},10845.6941967253,2971245.69253177
140,Guarani de Bracui,Brazil,Indigenous Territory,Y,2127.8664,e431cd89-eb3c-4455-af4d-7f998f890b6e,{171F111D-0E6E-45FC-9A69-43D09F3D35A2},28816.3781561891,25269726.19929
141,Guarani do Aguapeu,Brazil,Indigenous Territory,Y,4372.2599,46ef5076-0832-4a75-a7f8-26774a579f04,{06A8CD49-FDE3-4ABA-AC83-7D6FEE6C59DF},39615.7717096027,52668620.3431722
142,Guarani de Aratai,Brazil,Indigenous Territory,Y,2721,dd2089ac-58e1-485d-83af-2202de11e38c,{2D32BD30-21B5-406C-9C6C-09561044EBE6},31387.5092063649,34591105.7989764
143,Guarani Votouro,Brazil,Indigenous Territory,Y,717.377,50d78dea-a9ec-4567-b2c8-3c05d329c4d7,{523429B8-E805-434E-BAF9-85EFAA39855E},18493.6819418952,9027894.54189809
144,Guarita,Brazil,Indigenous Territory,Y,23406.8684,09fed01a-d973-4823-a167-0dcc645b3838,{00C2FD29-DFB1-44B2-9449-FAB89A1AFCF5},107991.267348887,297721816.327106
145,Guasuti,Brazil,Indigenous Territory,Y,958.7993,1a36b5f8-3d2c-4a21-a5df-827c83fa58a4,{5A3167A7-2E37-4724-8A32-942B85C2CA4A},14778.1676747528,11134923.1784252
146,Guat=,Brazil,Indigenous Territory,Y,10984.7941,d798bd16-2469-4e6a-b8fc-80f4bc515ca2,{6DC8CFD6-FE38-4BB9-A9D7-092AE5AE2C4E},99570.4435645958,121666990.574584
147,Guyrarokß,Brazil,Indigenous Territory,Y,11440,ed72ce7f-c249-4303-bbd1-cdf5fe10a0d8,{EB186E01-A92E-46A0-884C-0B9A6D7C78F1},52543.8704278361,134668766.311645
148,Hi Merimp,Brazil,Indigenous Territory,Y,677840.3204,50df7baa-c7c2-4421-a0e8-48505d764373,{5619ECE1-46E4-4863-B395-F05297381078},711729.164368213,6913999510.0169
149,Ibirama,Brazil,Indigenous Territory,Y,14084.886,aa20e0f7-8e3c-4f87-a888-6225ec0266ee,{7E3CF734-F3C0-4320-8BC7-A0ED064B5576},82184.3728357862,176921449.860765
150,Ibirama-La Klpn(,Brazil,Indigenous Territory,Y,37108,a00d8fe8-4a17-4167-bccc-725575d48e3f,{5B1210C1-9D22-46A4-BFC0-ECD532EF3B70},123759.905234137,466197733.843469
151,Ibotirama,Brazil,Indigenous Reserve,Y,2019.7079,bbb1af9f-9496-4d73-9a6a-26a6632c805c,{5508D759-7E31-4459-AB26-2F3E17D0F8D4},20519.6797948304,21329582.3916251
152,Icatu,Brazil,Indigenous Territory,Y,300.9625,c33efac0-2e34-4752-b990-249fbcc6fca4,{10EB1816-B303-4F1F-9821-57F7383E773E},8675.44816841835,3703905.0501733
153,IgarapT Capana,Brazil,Indigenous Territory,Y,122555.6647,12637e4f-a636-40d0-8faf-eb2ebeb69961,{A4B31E9D-07D2-43AD-9FB8-001A44D510F0},195557.468692956,1332980177.7786
154,IgarapT do Caucho,Brazil,Indigenous Territory,Y,12317.8938,271511b7-cf57-4a4a-aa6d-1bba88047958,{AF17B365-027B-4623-84C1-1F85D58A8216},49864.81805821,124388754.350479
155,IgarapT Grande,Brazil,Indigenous Territory,Y,1539.6777,040121fd-62ee-4d94-8445-742994c45d32,{C115143D-27BA-4D0A-A1D2-6013EBD19E09},14508.4404515385,12015094.9019489
156,IgarapT Lage,Brazil,Indigenous Territory,Y,107321.1789,35682a3f-8f9f-4497-83a0-8c9830889286,{B939D5FF-C2B0-4CB8-ABBD-D50E3917F661},154867.146705699,1117277759.58005
157,IgarapT Lourdes,Brazil,Indigenous Territory,Y,185533.5768,0e2d4e27-a9e7-4e17-9895-6e2fab6742a9,{101E4D15-76CC-438C-93FC-A6A6600ECA26},258198.760737557,2042679443.32094
158,IgarapT Ribeirpo,Brazil,Indigenous Territory,Y,47863.3178,0c942b2d-b595-4e13-8a3b-713e989baf04,{098102F2-D3FA-4AE0-B348-B720A135AC36},97374.0464083524,497425079.234005
159,Ilha da Cotinga,Brazil,Indigenous Territory,Y,1701.202,3c93122a-a3e8-4124-bdf8-3b532618b263,{40C14956-D389-48D9-94F2-782D91CB1716},40952.8093445256,20916005.7932332
160,Ilha do Camalepo,Brazil,Indigenous Territory,Y,236.78,a0ceee7d-5437-4b8d-99d0-b80c37a098b0,{CAEA992C-2854-4328-8634-E930E3FEC4B8},6900.51214303243,1675749.68165768
161,Imbiriba,Brazil,Indigenous Territory,Y,408.3384,15e43cdb-9e71-4643-83c6-4392480a371d,{8A6AF0F0-4DC9-42ED-9277-FA61FBD3C7B4},12319.1823787403,4476584.56805395
162,Inauini/Teuini,Brazil,Indigenous Territory,Y,468996.3,58a25f3b-9260-484a-86e7-7624d52c5a01,{13EBBBE8-40EB-4336-BA45-08958AA30A43},455461.924442106,4804779466.2956
163,Inawebohona,Brazil,Indigenous Territory,Y,377113.5744,6a31ffbb-1f16-4765-9f35-7f69ab6916ec,{600D5BEB-4A60-4105-9B18-7B9EBFA62722},430635.733836959,3933374409.17905
164,Inhacorß,Brazil,Indigenous Territory,Y,2843.3796,ede8e068-7fd5-4a05-81b1-9034d9b350b6,{921BF112-BADA-48DF-85F2-28A50B4720FC},28620.3061328647,36429239.4943634
165,Ipixuna,Brazil,Indigenous Territory,Y,215362.1079,31790a35-345e-4d84-805e-9966b1f731cc,{0B1E4648-4DB8-4CD7-96A5-80790DE98712},278049.585266869,2197971261.93693
166,Irantxe,Brazil,Indigenous Territory,Y,45555.95,bd0c98aa-963d-4e89-b690-09fc500c7a35,{76416BDE-18C1-4298-902D-FFA0F61E196B},109835.568821312,482152590.482689
167,Manoki,Brazil,Indigenous Territory,Y,250539.8293,9031b9b1-8bb4-40bb-adfc-24670313062f,{E347ED75-809C-4FB4-AE29-5E7E21D84F43},309991.435134851,2664494778.55148
168,Irapuß,Brazil,Indigenous Territory,Y,222,409ef2b5-2c97-44f2-ba7b-30c142c44f48,{F21EBD65-9829-42CA-9157-35CF2560BEF4},9481.95048230422,3016647.48144857
169,Itaitinga,Brazil,Indigenous Territory,Y,135.8842,fad1c975-3c32-472d-a5df-08b4981f70a2,{61A6C56C-917D-4239-9442-AEC16C94A35F},6839.89884559833,1372402.16389568
170,Ita=ca,Brazil,Indigenous Territory,Y,533,60af572a-5a46-45b9-849e-325deb13c317,{9BECC2C9-EA24-4FD7-83E6-90E07113CDA9},15391.9366442021,6382463.7919963
171,Ivai,Brazil,Indigenous Territory,Y,7306.3478,9005045c-3ad1-4e27-8356-7061c6a55fbf,{26F3BC04-352E-4519-B536-1C3D1F13CD9C},42141.0816208357,88877701.5040415
172,Jabuti,Brazil,Indigenous Territory,Y,14210.6996,39eb18e6-3538-4f52-b8bc-84362225bc63,{A7EB861E-14A3-406C-BC00-8B1AC1CEF4F6},63725.698036043,143631609.839384
173,Jacamim,Brazil,Indigenous Territory,Y,193493.5694,ef36360e-da06-49db-838e-437f86670f41,{804073D1-C300-4E12-BE7A-E4F6F42C0625},241984.357795976,1946952405.09227
174,JacarT de Spo Domingos,Brazil,Indigenous Territory,Y,5032.2431,0969c0c7-1c1c-497f-b116-549b6b277ae3,{A6B6943F-C616-45E7-9938-92DE9E8880E0},29341.7111349415,51408153.8063248
175,JaguapirT,Brazil,Indigenous Territory,Y,2342.0155,cd5e46b7-e505-4c30-b0ba-d3569876710d,{9504B537-80FE-4A03-A4CA-3EDDD0D2C2B5},30135.0254035327,28493165.0657785
176,Jaguari,Brazil,Indigenous Territory,Y,404.7055,a3cb274f-e064-4d45-907b-bdff3b86a555,{CF584222-D145-41F2-ACE0-09EBB3874E1C},10497.9621463948,5254213.11709713
177,Jaminaua/Envira,Brazil,Indigenous Territory,Y,80618.1798,1626bc86-cd26-4af9-9be9-df8450b2db2f,{54556E54-2D45-4BD6-840B-AF1BDED7BDCF},147774.000285963,833730975.2867
178,Jaminawa Arara do Rio BagT,Brazil,Indigenous Territory,Y,28926.1102,37472ba3-7584-4cb7-a24d-5ab4a552c950,{8C616D56-D023-48BE-9B3A-83ED36869B44},87350.9114027363,297512882.209442
179,Jaminawa do IgarapT Preto,Brazil,Indigenous Territory,Y,25651.6167,4d0cadad-f0d3-4f68-bc17-445f8720ddb2,{8135F3AF-1C57-475B-A397-52D63E402887},85739.4476393327,263336819.349242
180,Japuira,Brazil,Indigenous Territory,Y,152509.88,0330843d-6066-4a07-a1c0-7a86ab800f86,{4ACDA958-599A-4844-9CEC-4A95FD91F144},200336.021004215,1610409174.63161
181,Jaquiri,Brazil,Indigenous Territory,Y,1819.9825,b96d5c42-8c6b-4f16-a987-2c6a3c1b6473,{FAC0FA82-DBEA-48DB-8F03-C5C27A052A92},18044.5675308105,19360678.5686347
182,Jaraguß,Brazil,Indigenous Territory,Y,1.7566,25661365-8b6f-4693-903a-14d2f86608fc,{126AB0BC-B133-40A2-9163-4F23F1DAEAA3},900.123459492204,21143.6821625059
183,Jaraguß,Brazil,Indigenous Territory,Y,0,cfab925d-88ed-47c2-9464-582bc0104fd0,{502A769E-0AD3-4897-A992-FE48CFD34F2E},21968.7050338603,6349481.19372211
184,Jarara,Brazil,Indigenous Territory,Y,479.0728,54c87572-5822-424b-becc-63a45ae199ae,{2D0D524B-3FCF-4C75-8AD2-639A90871230},11522.2473272959,5933873.33947888
185,Jarawara/Jamamadi/Kanamati,Brazil,Indigenous Territory,Y,390233.0536,86f543b0-0e09-400f-8e6a-6cc9873f5893,{17F08CC9-2777-4EFA-BB42-41CB19C0B70B},459175.742237986,3976810036.79398
186,Jarudore,Brazil,Indigenous Reserve,Y,4706,f168df09-b22b-48c5-9cd2-2e8ec41dc115,{700AFBAA-61A2-43FF-8BE0-1097B4EAA775},50828.9248440831,52001446.7289492
187,Jatuarana,Brazil,Indigenous Territory,Y,5251.7956,c2df69fe-2987-480d-b1f1-a8d26aacc1af,{CF260F5C-C854-4452-B86C-4069746F7AAE},40095.1967400993,51427353.5253185
188,Jauary,Brazil,Indigenous Territory,Y,24831,303358dc-2bb7-4b6b-bf0c-9b4012cf8efb,{8FC7347A-CA22-4EDB-B6AA-6A7ABB91C1D8},112666.07441908,250740084.14878
189,Geripanc=,Brazil,Indigenous Reserve,Y,200,e8bd91bd-3e4f-4149-9508-6d9541beadeb,{A37CD0DB-1C58-4E2C-98E7-50FDD018E6B2},6122.5368422495,2342792.11311393
190,Juininha,Brazil,Indigenous Territory,Y,70537.5203,e1b48e7b-d48c-486a-9045-e24ba026546b,{C63911D3-3680-4291-97C7-7A48CBC39A09},154251.264086228,754493174.326969
191,Juma,Brazil,Indigenous Territory,Y,38351.1496,c068ad58-78e8-479b-8406-a92c256810a1,{614D560B-610A-4FD6-B855-4DACBF09A0D4},119707.218063473,393754730.55327
192,Jumina,Brazil,Indigenous Territory,Y,41601.2713,3edafc21-1984-4ce4-a5de-82c4c9d3aded,{CF67C389-8BBB-4915-8B57-18F016B1BEA5},110456.149945849,422310921.780494
193,KadiwTu,Brazil,Indigenous Territory,Y,538535.7804,bfc9ae53-f763-482f-8cb7-5f94dde8bae4,{7F175321-A2A9-40CA-B71F-8829F404EFAA},593006.10550906,6181033608.83538
194,Kaingang de Iraf,Brazil,Indigenous Territory,Y,279.7956,864b9721-ccf8-42bb-9ad8-934da9b9e174,{76C657E9-79DB-43C7-8B63-1BB21A47F63B},10507.9301681363,3693335.24312941
195,Kambiwß,Brazil,Indigenous Territory,Y,31495.3123,be86662f-8479-4424-8823-904ba49e8f1e,{1FAE884A-EAC8-4430-83EA-4158FF145820},75116.3460225896,324455102.051322
196,Kampa do IgarapT Primavera,Brazil,Indigenous Territory,Y,21987.2303,84a73694-f455-4f47-ae88-858c69e63bfe,{2B964090-F231-4554-8EF4-6A44B1B8F19C},81025.6319020699,226066711.010995
197,Kampa do Rio Amonea,Brazil,Indigenous Territory,Y,87205.4,ba8dce8c-d8a4-4d62-a906-d7d74436e1d7,{777853B5-3E23-478A-B054-ECE83FDDD70B},150436.591103332,891366688.622873
198,Kampa e Isolados do Rio Envira,Brazil,Indigenous Territory,Y,232795.0378,fec1aa0c-9902-40af-85f2-c0f62fab680c,{13E2419D-E299-4A64-AD8F-8CBAA396D847},376491.0596704,2414033604.01822
199,Kanamari do Rio Juruß,Brazil,Indigenous Territory,Y,596433.64,2f969cb9-b03a-4630-8731-8e344f2a3c3b,{E5FEA499-9E08-4EB5-B27A-A1A968A4BD5F},581281.276130279,6145161747.01322
200,Kanela,Brazil,Indigenous Territory,Y,125212.1625,24a766a6-581d-4afd-89a7-0fa354062db3,{445C15F5-6B11-4CF0-976C-C4A184BEC666},154395.640532631,1278306484.41345
201,Kanela MemortumrT,Brazil,Indigenous Territory,Y,100221,3995f7a6-df66-4e46-bc6a-3e24dceacc99,{57CE43BC-E318-4983-9F46-A604D87A8236},385516.651367354,1021571938.81965
202,KantarurT,Brazil,Indigenous Territory,Y,1811.867,a80ef4fc-107d-47bb-bd00-d6515ea60d53,{910185D8-7338-4C68-8CAB-BEEA02F3D34D},16811.8204863372,18762333.8950312
203,Kapinawß,Brazil,Indigenous Territory,Y,12403.0917,1a76e827-ff2b-4183-bdb8-7bda63c606aa,{3B5C5A83-166E-4287-B12C-5762796186B0},56430.175045553,127711482.962032
204,Karajß de Aruanp I,Brazil,Indigenous Territory,Y,14.2569,8d81770b-7b8f-4e8b-82f7-35add3757258,{24FCF4D5-D4CA-4E43-BC27-77D6F3984247},2181.04824264527,153347.251389582
205,Karajß de Aruanp II,Brazil,Indigenous Territory,Y,893.2687,7eb9b42c-3a8a-4286-9b60-de71d4bd1d20,{FEC57FD3-D62B-48D3-85A6-FA2F57B34ACB},11986.4061747606,9629915.99090424
206,Karajß de Aruanp III,Brazil,Indigenous Territory,Y,705.1748,50d5ee5e-ad7b-4bb5-99fc-5b9d5bda0ba2,{8063C7CA-9B31-4FE5-BE5F-B1F21E783E86},14498.1786643674,7599160.54471831
207,Karajß Santana do Araguaia,Brazil,Indigenous Territory,Y,1485.6063,a0961019-e0d2-45c0-b5a7-dbbd4ebcf471,{435A2A97-1375-45BF-9C79-EACB245CC9F8},19666.5851669622,14997342.7245243
208,Karapot=,Brazil,Indigenous Reserve,Y,1242.5168,371c8571-d038-441e-8112-c0a426df45e5,{409E767A-CDE1-452C-A360-6F7AB9B65211},35521.1204497934,12881416.5274131
209,Karara(,Brazil,Indigenous Territory,Y,330837.5422,000ae567-bd1c-4c35-8368-0ed20afe7bce,{A7E79965-DD6E-458A-B795-DADA9FFF1558},304643.743724617,3346692740.76695
210,Karipuna,Brazil,Indigenous Territory,Y,152929.8599,78502b6f-9b68-4263-b12c-63ae696862a2,{14063077-B764-44FF-A6B3-C08E4D5EF704},279613.650952666,1587640585.02915
211,Kariri-Xoc=,Brazil,Indigenous Territory,Y,699.358,9f964edd-cb50-424b-ae2b-c0bceed72cf0,{34B849CB-B5A7-4C05-A55C-AB1857BD48FD},14939.1061253766,7322619.80516968
212,Kariri-Xoc=,Brazil,Indigenous Territory,Y,4694.8823,46b741a5-8d07-4efa-9d46-1a53a1dd4ca5,{5C94FF5F-5E0F-42DD-BF65-AF7DD8B04B85},42317.2662364867,48727042.826646
213,Karitiana,Brazil,Indigenous Territory,Y,89682.138,e6faf58c-1652-4333-b5a4-593b0e2e86cd,{61B85BAC-7154-4BCD-9D2D-481735B6758A},126675.510710019,927319376.211773
214,Katukina/Kaxinawß,Brazil,Indigenous Territory,Y,23474.0358,75e0670b-a81e-49b5-a02f-94123070dfe5,{3E9592FA-B9AB-4C7B-8BA9-9AE36828743E},74025.9737498554,238612282.595387
215,Kaxarari,Brazil,Indigenous Territory,Y,145889.9849,10b2a970-69b4-4882-8fa0-4a0893ba4dfc,{8DA51BBE-E92F-46C0-A487-B41EE7586F05},188419.739040645,1512581478.01058
216,Kaxinawß Ashaninka do Rio Breu,Brazil,Indigenous Territory,Y,31277.8622,13035a2d-c62e-426e-a5b5-a2a714a2db9f,{35521238-75C5-4D4A-83B7-2C6F200F7635},183390.094772438,925280373.166981
217,Kaxinawß Col(nia Vinte e Sete,Brazil,Indigenous Territory,Y,105.1664,0a3378a2-889a-4af0-acea-7baff75b9d36,{1B075412-B9E0-4637-8403-4DA698C888E9},4757.44160895117,1075713.90175172
218,Kaxinawß da Praia do Carapanp,Brazil,Indigenous Territory,Y,60698.7189,43e96739-b282-4fff-9ba0-57f648fb7c3b,{CF889539-8C2E-4AF9-A468-2429C5BE7C33},176097.870370338,623665750.507724
219,Kaxinawß do Baixo Rio Jordpo,Brazil,Indigenous Territory,Y,8726.4952,ae8c4820-1318-4d52-8ba4-bda63903ea87,{481255D2-8DDA-47DE-91D9-4F27DEA6C18C},69695.6220420236,89982243.3704399
220,Kaxinawß do Rio Humaitß,Brazil,Indigenous Territory,Y,127383.5568,106d109e-22ec-42a7-ae3e-6e2509d47e8f,{5577E534-E7BB-402A-9A28-33C69EA8A88A},218053.227738511,1330679798.07286
221,Kaxinawß do Rio Jordpo,Brazil,Indigenous Territory,Y,87293.7981,9e14b53d-6f53-4442-8625-176075c32fa8,{8B9E5E46-7087-4DFC-B1FD-930593C3EF7F},161613.555602403,323182821.496754
222,Kaxinawß Nova Olinda,Brazil,Indigenous Territory,Y,27533.3987,2c190572-5751-431d-8c85-3a27588cdcf1,{B0CF0000-88A3-4D86-9466-F57DE0050DFE},86438.3189906399,266452912.144212
223,Kaxinawß Seringal IndependOncia,Brazil,Dominial Indigenous Area,Y,11584.127,62401628-4b83-448a-926d-8e2fa2417c9c,{08A18B2F-817E-4566-A328-0633B4B715DF},58466.2852222764,119474062.675346
224,Kayabi,Brazil,Indigenous Territory,Y,1053000,ca94ad1e-4061-4c9f-868f-383cd62f34b1,{66E383CD-2055-461E-873C-48EDBBC46221},744428.744240129,10856718098.565
225,Kayap=,Brazil,Indigenous Territory,Y,3284004.9719,26ac1e69-a1bb-4da3-901e-df19cc7dcc18,{0A6A5CCF-30F3-49EC-9A9A-7DDBD839723D},992172.108803946,33686634360.5323
226,Kiriri,Brazil,Indigenous Territory,Y,12299.8736,353f17ab-8e37-4ebf-88a6-2341083a6746,{96E7735A-449D-4C54-B4FB-373A81A7A92C},41231.4376492662,128254550.983325
227,Koatinemo,Brazil,Indigenous Territory,Y,387834.2501,81aedd04-8664-405c-b5ce-a6d856f1e8d0,{B5DDCD3B-09EA-4C7B-8B6F-A370707AAB76},442733.85146013,3925836932.57236
228,Kraolandia,Brazil,Indigenous Territory,Y,302533.3971,a4af41cb-f7bd-4ecc-a900-a886b0fa3144,{8157391F-894A-407C-84A6-DB376CFD47AE},381719.011730986,3144836236.3357
229,Krenak,Brazil,Indigenous Territory,Y,4039.8241,42553e97-e527-463d-9293-cfe2bd229339,{4C7CDE87-CC66-49BD-B9FA-34F658D9F384},29117.4232729834,44747956.7939703
230,Krikati,Brazil,Indigenous Territory,Y,144775.7868,c7b5189f-ae2c-4c31-88d4-89aed76a16ae,{8F56BA26-D443-4C9B-B7B3-664477C41CD6},195897.248569713,1475833542.74202
231,Krukutu,Brazil,Indigenous Territory,Y,25.88,04b80d58-a8fb-4081-bcc4-3cfe63246775,{8EA47630-99CC-4F83-B4E6-F22CBF883532},2799.78790300294,340391.837029645
232,TenondT Porp,Brazil,Indigenous Territory,Y,15969,4144ba28-e1da-47ae-9e1d-edd8e7b456d4,{E39A8DE2-0D3A-40F9-ACFB-E2BFF73B38B9},177022.956412486,192066254.375732
233,Kulina do Medio Jurua,Brazil,Indigenous Territory,Y,730142.9969,ea82442c-7d88-4b25-984c-dcb905dc058d,{CC2AC7F1-723D-4652-B208-EB8A7211BC8F},594960.877739618,7435536889.70787
234,Kulina do Rio Envira,Brazil,Indigenous Territory,Y,84364.6082,bcab2637-233b-4f45-8cb0-1bb9999e38f7,{EE2C67C8-4737-48D0-9288-9E13FEA08CB4},229110.903826587,846943560.88677
235,Kulina IgarapT do Pau,Brazil,Indigenous Territory,Y,45590.937,904d4abe-3f53-4c64-a28d-25fc3ca5fd5f,{6126CF04-4171-4A0F-A2D0-E3111674E32D},144500.068399572,470829812.13396
236,Kumaru do Lago Ualß,Brazil,Indigenous Territory,Y,80035.8819,185f1a84-5034-4916-8db8-b53f6bf6bffe,{8D6185BF-2945-43B2-B4DC-3211C3D86E80},175735.629918017,806607966.268023
237,Kwazß do Rio Spo Pedro,Brazil,Indigenous Territory,Y,16799.8763,b550fd4d-85e9-4e53-809d-a4bc6582f644,{474F46E9-AE57-4BB0-AAD1-7044163B69AE},57656.6786981869,177198172.56116
238,Lago Aiapua,Brazil,Indigenous Territory,Y,24866.0856,83fa4266-e486-4f04-93c1-6a36fc45276b,{8E87700E-A391-4E5F-9E0D-4F440953342E},121391.921686012,242347131.418259
239,Lago Capanp,Brazil,Indigenous Territory,Y,6321.5954,fe3fb469-43ab-445a-9225-5b9550fcabcd,{A6628FC0-5C3B-43EC-A1BD-596253C90F95},48283.2243575992,64385974.793756
240,Lago do Beruri,Brazil,Indigenous Territory,Y,4080.369,825cb493-cb1f-4764-a6ba-28d44f24d685,{D54C9EE4-8B30-4F70-8B66-07FC12C5C5DB},37316.9393196191,43218618.7128555
241,Lago do Limpo,Brazil,Indigenous Territory,Y,0,52995578-ee01-4576-b76f-6e0998eb2f24,{0514A3A2-5297-4F97-AF06-BD07657F2D04},48868.9988068147,82999297.8699438
242,Lago Jauari,Brazil,Indigenous Territory,Y,12023.0844,4d33bb12-48d7-45ed-9ac1-2dbbf35ea5d5,{6D5D7E95-F61D-4F50-8EAF-2FC295B1054D},54320.6384240419,122509722.896871
243,Lagoa Comprida,Brazil,Indigenous Territory,Y,13198.2651,d0234df2-dfec-467b-8e58-9a6a668f2c62,{0F2CA41B-6E48-411E-A5BF-AF159891BA5A},49179.6655854917,134488321.69179
244,Lagoa  Encantada,Brazil,Indigenous Territory,Y,1731,d3c635d3-a12f-4705-be6c-a2da124fe209,{4F4122EF-5647-4018-A368-528B5A6BE675},20348.3411927925,17527147.4089959
245,Lagoa dos Brincos,Brazil,Indigenous Territory,Y,1845.058,a7e4696e-e0fd-4502-ac01-73f6d32c9b6c,{1C543254-9472-439F-9858-638D0C335D1D},24940.6092926917,18898677.7489363
246,Lalima,Brazil,Indigenous Territory,Y,3000.2101,fa08920b-a08a-4f22-bfd3-ae723b408042,{87035275-721E-4D76-B714-952DA98DD6EE},30565.1277133023,33683231.3787166
247,Laranjinha,Brazil,Indigenous Territory,Y,284.2412,d8563cc6-c395-40bf-ac6a-848c4d30313c,{03B329AD-8AE1-47B9-80D2-1997539B3EF6},8629.44587540949,3467136.22891803
248,Lauro SodrT,Brazil,Indigenous Territory,Y,9478.6216,ecf952c4-d3aa-4b48-b2f8-1502d3319884,{5B25D843-1085-4E6D-BBED-EA583E863C1D},55985.2096598293,96058023.977871
249,Ligeiro,Brazil,Indigenous Territory,Y,4565.7973,b6d7c4e3-9160-4f02-86b1-a5fde78ad758,{98AF229F-797B-4639-875A-B8D032C5E77C},48938.9382607443,58252870.543965
250,Jatayvari,Brazil,Indigenous Territory,Y,8800,929a174f-fe6e-4bc2-a863-be5578d94f3d,{8CC65361-3FD6-48FC-9029-73D5B4BAE858},43217.1175432264,103736457.171416
251,Limpo Verde,Brazil,Indigenous Territory,Y,5377.2754,74e3c24b-f6a8-4cb4-aee5-9a1cd9bb2cfa,{50D939FC-DB21-4EB8-92EA-5354E7643DFA},32757.0154915676,59856941.0093236
252,Macarrpo,Brazil,Indigenous Territory,Y,44267.9081,e6b8c87a-3496-4b81-bfde-e1ddd9ef3d47,{F6B7D9B9-D643-49BC-B329-2DCCDB631EFE},122391.642824915,438632058.817178
253,Mpe Maria,Brazil,Indigenous Territory,Y,62488.4516,23a8f5ad-9094-4d5a-92d8-661f286ac764,{58234489-AF6C-433E-8082-0BBF26553B18},142704.990277531,638139565.756857
254,Malacacheta,Brazil,Indigenous Territory,Y,28631.8258,11726a78-4df6-4460-8980-469e3c34042e,{8D150782-6859-4A5E-ACA7-E486FAD10AB2},92037.840019843,288004032.768431
255,Mamoadate,Brazil,Indigenous Territory,Y,313646.8663,4114bafb-79b2-4a2c-9adb-c7a7ee56c284,{106B78E7-6D8A-4865-8096-9E848CC19977},341305.793203456,3260671983.97182
256,Mangueira,Brazil,Indigenous Territory,Y,4063.741,c4ab138e-9ae5-448f-bced-f739ab2e8acb,{B2066C6F-7050-4496-9D1D-CB0AA190F271},47185.3653380566,46803515.8687733
257,Mangueirinha,Brazil,Indigenous Reserve,Y,16375,324e0b6d-635c-40ad-9e40-29db4e64aa8a,{E99325C6-421F-4F62-93E0-E56FB6E0F85C},108350.770220264,214412129.78019
258,Manoa/Pium,Brazil,Indigenous Territory,Y,43336.7308,2854a944-05b8-4b57-962c-e865e20eac09,{1D71AF76-60A4-4B3F-9598-9DA16893525D},110386.804856197,444167386.365525
259,Mapari,Brazil,Indigenous Territory,Y,157416,5b52c25f-b9a6-4133-9d46-2c45f7ce0bcb,{07C03802-DC50-44D1-95DC-AF7B331D3829},356659.707395738,1586636959.43214
260,Marap Urubaxi,Brazil,Indigenous Territory,Y,94405.0733,f3bf489c-ecfb-4eff-b585-738cda9db43a,{14D9A121-4DAC-4345-BFFC-01852C8640CD},138496.573984618,950073649.815706
261,Maraitß,Brazil,Indigenous Territory,Y,53038.0644,00410fa3-5e70-4e3f-ba9b-6022e8574e8b,{AE422A8D-360D-435C-B817-70AC38DD0A18},164514.797961924,554821210.062825
262,Maraiwatsede,Brazil,Indigenous Territory,Y,165241.2291,8b3b2772-497f-4331-b3d5-78ba6bbfa091,{107C2EAE-8E2D-459B-9087-31F3145072CD},254657.492895316,1735768228.9655
263,Marajai,Brazil,Indigenous Territory,Y,1196.3486,9589bf36-bfc0-44c0-aa3d-eb30fce78fa8,{0619396E-3622-45C0-A05E-9303572A371B},16561.8222843461,9897557.22762647
264,Maranduba,Brazil,Indigenous Territory,Y,375.1538,c815c5a5-c59e-43ed-8951-849ddda98694,{B68AA3F8-11D1-455F-834C-7A00C9A84609},14008.9824744734,3868135.68343737
265,Marechal Rondon,Brazil,Indigenous Territory,Y,98500,a7e12761-34ce-4f43-af6d-efee9b5f53d1,{61195078-8EC5-4776-B93F-EEE4EFC4A45A},218619.284252729,1071236950.30898
266,Lago do Marinheiro,Brazil,Indigenous Territory,Y,3586.2907,584798e0-d2ed-448c-a9ff-ef1e2b15fad7,{3F5EC42A-09EE-41CE-B849-BDB62777CC11},27146.1233109901,36173611.9420187
267,Marrecas,Brazil,Dominial Indigenous Area,Y,16838.5694,2b8eb113-6e2c-4681-af87-8630975d6722,{53A62111-7BA3-48BA-846A-A5021126F61C},64651.5606870398,206170521.154941
