objectid,name,country,nat_leg_te,leg_rec,area_ha,gfwid,globalid,shape_Length,shape_Area
1,Takuari,Brazil,Indigenous Reserve,Y,0,3d210f94-baf0-479a-8ccb-989289119df4,{BBC882D2-AF45-4904-9ACB-1C2600F4A486},27632.9145387072,26553507.5796062
2,Acapuri de Cima,Brazil,Indigenous Territory,Y,19885.0378,9f5bf652-8585-4e42-869b-78acba5b1d76,{E8B91F91-4841-4E55-ADE1-BE60217193CF},57880.4998231087,200468142.859497
3,Acimp,Brazil,Indigenous Territory,Y,40686.034,7ef534bf-e525-417e-b384-cb0a8b943856,{6CBD0884-0B46-45F9-AB75-EBB564A96AF1},110839.064173518,416577139.475427
4,-gua Preta/Inari,Brazil,Indigenous Territory,Y,139763.6705,23ccf4a6-2d50-4bdb-b28d-95ee32b200b8,{1844CD30-4F44-4E26-BD89-654E987C4825},290215.676747697,1430571930.538
5,-guas Belas,Brazil,Indigenous Territory,Y,1189.0649,d8009aa5-161c-4373-b915-74c42ec35157,{3C448091-699A-40EE-816C-D597E00A89EA},18751.6784465596,13217148.9706284
6,Aconp,Brazil,Indigenous Reserve,Y,267.7862,03fe9706-4156-4d86-8dfc-e052fbc1dc08,{E47A035E-8B01-4E7B-8C58-D21105917712},12589.9373023863,2777966.78039202
7,Aldeia Kondß,Brazil,Indigenous Reserve,Y,2300,66ec000e-e605-47b7-bcc8-61e8b7d5b0aa,{8ADCD528-10D8-4965-8F0D-D5E50194D9AB},25560.6054777589,29457264.5968227
8,Aldeia Limpo Verde,Brazil,Indigenous Reserve,Y,668.0796,40ca8eea-aa3e-4b98-8f0a-22c0be045b80,{626A7CB5-FB56-48EE-BF6B-6952023706E1},14189.9880817155,8164188.79233361
9,Aldeia Velha,Brazil,Indigenous Territory,Y,2001,a4af221e-6877-4c47-ac2c-fb7260825037,{164728CC-5CE9-4FD9-BB29-1384B889E0AB},24925.6146288989,21902090.9573126
10,Alto Rio Guamß,Brazil,Indigenous Territory,Y,279897.7,21c36bdf-2cbd-40e4-b126-beba9db388cb,{8481575E-AB09-432C-84EC-496B0B697C8A},370806.796037642,2846296300.10675
11,Alto Rio Negro,Brazil,Indigenous Territory,Y,7999381.1683,20bfa3dc-8226-4f9c-a5c6-c390159ba65e,{763B7E3A-74D5-4B3B-B966-2F68C1E9B882},1913273.23324985,80598046246.3128
12,Alto Rio Purus,Brazil,Indigenous Territory,Y,263129.8062,2dee5e10-205b-4b67-9d21-4707963973c5,{A2C1A401-0A2C-4955-B401-B97C05A2932B},394433.845352965,2705650810.25405
13,Alto Sepatini,Brazil,Indigenous Territory,Y,26095.6979,7dc2c806-38ce-4e55-9725-75b9fa4678aa,{E5232AD0-F9A1-441E-B216-5082E107E558},97398.2631929185,267494978.172729
14,Alto Tarauacß,Brazil,Indigenous Territory,Y,142619.1069,6f4415b3-b8f2-48d8-97b2-6315cf87ab34,{ABF90464-1D54-412F-B1BD-A7BBF79BDFD2},243169.119507597,1473797243.07853
15,Alto Turiatu,Brazil,Indigenous Territory,Y,530524.7417,aecd338c-830d-47d5-93f2-758880531840,{BDA688DF-F5B9-44A6-9321-67C3F93C9ABF},398937.191661598,5343454498.94262
16,Amambai,Brazil,Indigenous Territory,Y,2429.5454,7cbd4bcb-bcd6-4d49-9e1c-1e92ea4d9faa,{1990AA87-A1E3-4652-9A16-B800FEE85C6A},26058.2997883555,28808765.5750288
17,AnambT,Brazil,Indigenous Territory,Y,7882.8329,6f023af2-b17f-4867-8613-baf2241cefac,{D6B06D3D-E1BE-4704-A851-091527D812EF},42519.6461693803,86742664.7434152
18,Ananßs,Brazil,Indigenous Territory,Y,1769.422,994d4103-c258-48f7-80e6-8b3e09613221,{4F24D2DD-90A8-415E-BBD2-93F489F36CB4},34791.771524272,26421076.8274656
19,Andirß-Marau,Brazil,Indigenous Territory,Y,788528.383,9577e2f8-0454-48bd-809e-72c444dfa289,{A0F51CFC-895B-470E-8F18-E09D7DD3C8A9},486862.474022849,7992683205.28218
20,Aningal,Brazil,Indigenous Territory,Y,7627.0391,d78c9744-48d0-45c4-b76f-c426aa55f5d9,{D657BFF0-03BD-4A25-8FF0-6149F407651B},40014.3191391507,77460071.4513314
21,Anta,Brazil,Indigenous Territory,Y,3173.8226,22b921e2-b8de-42f1-9489-d574bdc80ac1,{E95820CB-B00E-43B7-AA82-BF3341B9A588},33393.3459564983,32965876.3468066
22,Apiaka/Kayabi,Brazil,Indigenous Territory,Y,109245.3822,9901e78c-8719-43aa-a31a-1516935e930a,{C434A024-4186-47B2-A675-87AA81C0CCF8},155140.605490658,1144313862.46691
23,ApinayT,Brazil,Indigenous Territory,Y,141904.2092,34c01f02-2b8e-43db-bca4-52b75eccc007,{16A18693-AFC7-4B46-95EB-71E0FC7EC441},180871.807257842,1443252919.26791
24,Apipica,Brazil,Indigenous Territory,Y,652.7562,3130a6a4-bcf3-44a3-90bc-2aaadc291660,{0F69FBB1-04E2-4241-BAD3-164D5D90F355},21960.0486012496,6587934.53473832
25,Apucarana,Brazil,Indigenous Reserve,Y,5574.945,3d2844b6-6a18-4fa8-9381-731db6e38cd6,{B9C779D0-0D05-4B00-88CE-716F1317B769},51867.9020291986,67353383.6334035
26,Apurinp do IgarapT Spo Jopo,Brazil,Indigenous Territory,Y,18232.4221,e37b68b5-65db-4c45-9f77-aad2224df6c5,{48A75764-2C8B-491D-A580-EBDC182CC6E5},88821.3651630487,185421364.889575
27,Apurinp IgarapT Tauamirim,Brazil,Indigenous Territory,Y,96456.5072,baba075f-93be-48f8-ad1d-32655689990b,{728CA53E-B628-41D8-AD3C-5E3D2310A1CF},153264.420608988,1021316377.55717
28,Apurinp Km 124 BR-317,Brazil,Indigenous Territory,Y,42197.6055,fa136f1b-b6ea-4004-a7af-5e3415a51bce,{76767F7B-9925-48BF-B168-5EFF60500AD8},107359.57562484,437010780.503047
29,Apyterewa,Brazil,Indigenous Territory,Y,773470.0313,847f1897-60f9-4fb8-ad8d-3f631e7df7ba,{16911046-F2C6-47B9-B70B-35F30F776F2D},532244.358543264,7865172561.16366
30,Aratß,Brazil,Indigenous Territory,Y,50018.3,1865d3dc-4852-4768-bb58-dad58def3522,{395DDDDD-3D5A-479C-AE7A-C313274FFF4B},132952.385081957,514841773.389759
31,Arara,Brazil,Indigenous Territory,Y,274010.024,d8e806ae-5d83-4d6d-8338-f7227cca57f2,{83B647E9-4432-4FAD-BC9B-CEE546126BDB},313171.632485423,2779007706.60552
32,Arara do Rio Branco,Brazil,Indigenous Territory,Y,114842.4748,15d30869-e7c1-480a-af98-ac28d806e638,{00E5DCA9-B29E-4BDC-A69C-44ACD7585999},186512.964422713,1188089461.82119
33,Arara do IgarapT Humaitß,Brazil,Indigenous Territory,Y,87571.6965,e210e172-a7c1-412b-b478-76f6da5b74e2,{A370F755-8195-4417-8657-48F90B0FAED1},141891.099541844,899571330.110334
34,Araribß,Brazil,Indigenous Territory,Y,1930.3369,89db7d62-a15f-4ea6-af94-6283b315aa8f,{083EC74C-A560-45E1-8678-5E0B56BCBF36},27868.4468577329,22713835.4207198
35,Arariboia,Brazil,Indigenous Territory,Y,413288.0472,fcb3c4d5-0ac2-491b-b710-7c55d389d0f5,{B35061B7-6A3E-4CA2-A096-3227D18207CA},279177.629436205,4198295472.21221
36,Arary,Brazil,Indigenous Territory,Y,40750,fb5cfeb2-8829-4089-9426-de7095872a2a,{9C7DBBD7-76CE-424E-B0A7-2526F4D09908},112958.005413687,412809181.684742
37,ArawetT IgarapT Ipixuna,Brazil,Indigenous Territory,Y,940900.8,83fd51b8-a031-4fce-bc2c-b6b5b031dc96,{DE8D980B-9FD5-4B4D-A73B-A7B51436ACF5},588713.645082748,9543183120.87097
38,Are)es,Brazil,Indigenous Territory,Y,218515,31fa32cb-5ce8-49b6-af3a-8cc0cb4eaac3,{32CBF11E-0416-492F-9B5F-405E15FB961B},317264.395400501,1932790901.94764
39,Aripuanp,Brazil,Indigenous Territory,Y,750649.265,9ed114bf-3f04-43ab-8704-b883b3cd65c9,{AEF705EC-3C28-4D7A-A0A0-1766C2EF856D},602046.296575916,7802825925.07758
40,Ariramba,Brazil,Indigenous Territory,Y,142.2979,fc2a323b-1f69-4b0d-bd73-db30f645a1d9,{3881E779-1D93-45A2-8E72-FA06CDD3E773},70505.0006543648,105521643.112045
41,Arroio-Korß,Brazil,Indigenous Territory,Y,7175.7747,bb011240-9142-47ac-a972-62fb1cd75777,{83DD0E80-A119-4690-AEBE-74F57A544090},53262.0957578755,85995186.2733964
42,Atikum,Brazil,Indigenous Territory,Y,16290.1893,ce984755-ef7d-4824-ab70-8c4ab4bbabc2,{04B029FF-CBD7-42B4-8127-F145E53D5654},53554.9452918501,167579182.268905
43,Avß-Canoeiro,Brazil,Indigenous Territory,Y,38000,d8e5ced2-dcc7-4452-b8a8-b33456f38061,{02772B8F-B14E-48FE-9D72-E23633ABA985},114832.27941413,412969296.107882
44,Avß-Guarani do Ocof,Brazil,Indigenous Reserve,Y,231.887,dc1680fe-e39f-481f-8980-f141c63c9ed0,{AE21581C-DB14-444E-BFCD-C790A32ACA53},27609.1844836578,3246241.23644355
45,Awa,Brazil,Indigenous Territory,Y,116582.9182,1e3ca4f0-9b94-4b17-ad45-d6b8b2a9c473,{B01E46AD-EF56-4427-94EB-2D4531D47EF7},209944.306659595,1181612866.39136
46,Bacurizinho,Brazil,Indigenous Territory,Y,82432.4931,ec646996-c95b-49dd-af0f-a520ca46c892,{E84CAF7E-17C3-4A30-A82B-AD7989934224},129735.749412469,840874685.235151
47,Bacurizinho,Brazil,Indigenous Territory,Y,134040,d3dedc25-c814-4e21-9fa4-c83a32c21c88,{4304787D-9F8A-453C-A1FE-40E11C2F436F},204233.524657144,1364471458.04563
48,Badjonkore,Brazil,Indigenous Territory,Y,221981.6373,586a7fa5-6600-4388-8376-2b5f496e2b91,{051BC523-BFA5-4DA2-9FB9-DB64D1D88597},297737.233190039,2289439878.51342
49,Baia do Guat=,Brazil,Indigenous Territory,Y,19164,57ba0951-6d2f-4a31-ad36-02221401f99f,{390AECA9-7539-4E6C-AD23-5908D984DD45},107661.08197956,210812974.28257
50,Bakairi,Brazil,Indigenous Territory,Y,61405.4605,cb41ea7a-91c9-4368-9447-ff9b907ce3e0,{55A69583-BE82-4319-952B-6F59A7D57AC8},159587.486580669,671244178.8558
51,Balaio,Brazil,Indigenous Territory,Y,257281.4601,953d39ba-376e-4d68-b96c-18c483cd28b9,{F7889639-1A0E-4707-B320-6ED7921F9551},271309.624736745,2587802391.34317
52,Banawß,Brazil,Indigenous Territory,Y,192659.6666,6af60728-2dd1-472e-a3c8-502d787f0cc6,{3EFEF189-07ED-42AB-BEC3-C604737FA123},273388.59342366,1965880753.4863
53,Barpo de Antonina,Brazil,Indigenous Territory,Y,3750.722,6f410d1c-dd60-4bbb-b538-99018147bd78,{66D2B2E0-DE60-4B8D-BB7F-BB627A4427C1},35491.4701965722,45014313.31517
54,Barata Livramento,Brazil,Indigenous Territory,Y,12883.2701,440a6439-78e4-4cda-8106-256800609862,{AAE2DB88-3A11-44F1-B621-68D3551B5E11},60810.3055666545,130079306.391521
55,Barra,Brazil,Indigenous Reserve,Y,62,d5f7e6aa-cefb-45cf-8860-21d35bd728df,{F54198DA-29F9-4101-838B-039B647B4DBF},4429.6147890814,655816.864221895
56,Barra Velha,Brazil,Indigenous Territory,Y,8627.459,7adfdd53-503a-4806-ab8c-a436af6ef327,{4904FC6E-819E-499B-B3EA-9589AE84BDDF},143986.137818004,579592808.439343
57,Barra Velha,Brazil,Indigenous Territory,Y,52748,18d1b9f8-2699-4e08-a504-1657ad773adc,{09B09C20-8F81-4047-9E0F-A4D8E4DD7172},74089.5960847905,99586228.4260985
58,Barreira da Misspo,Brazil,Indigenous Territory,Y,1772.4237,17d35e40-2375-43bf-bc82-a5fa33495079,{9B63ECB1-5004-4C10-9BAA-1AB884A371FE},17318.6507641281,17924617.4822891
59,Batovi,Brazil,Indigenous Territory,Y,5158.9817,f43f2d38-1ddd-4a05-a0ff-48c106004328,{FCF7F418-F43A-4FC8-A18A-8697A3F7A4BB},46147.8365305091,53407507.8580262
60,Ba·,Brazil,Indigenous Territory,Y,1540930.1555,66c89c4d-7d89-487e-be63-1a9637710b4d,{4E4C3DDF-8B1F-404D-8640-25A8CE5C2264},706878.282431609,15743815791.5707
61,Betania,Brazil,Indigenous Territory,Y,122769.0265,fb49be03-c467-4c9b-b84e-a58ea909ed79,{57AC3C82-46E6-471B-B627-F02FD88438A3},247438.156271654,1237574628.95037
62,Boa Vista Sertpo do Promirim,Brazil,Indigenous Territory,Y,5420,fbee12d2-e42d-4e3b-81d2-113f8d100438,{3C32C771-862D-4F30-8D81-8C184FB1AABF},39348.4201437419,64596379.7070428
63,Boca do Acre,Brazil,Indigenous Territory,Y,26240.4231,0dc79b04-51e4-4258-a0f3-0c289046303b,{80EF0CC0-73B4-4299-8A66-922B7369D55C},133933.81508136,274442521.1151
64,Bom Intento,Brazil,Indigenous Territory,Y,1613.043,4d12d319-abc5-4965-8b77-309df290e450,{2151372C-6FA5-4298-BD25-7BF4233D3B69},18035.8674989679,15281596.5474002
65,Bom Jesus,Brazil,Indigenous Territory,Y,859.1271,d5dacb98-bde3-420c-8849-2bf0afd108a7,{7FEBDB27-0BBB-4149-A4A5-21D81DC1789B},13981.6043919491,8847373.30320798
66,Boqueirpo,Brazil,Indigenous Territory,Y,16354.0776,7e781a0d-9881-4c53-89b3-ac1410231ece,{C60BD7FF-A6FB-472E-A5AB-1862193BA6F6},56164.9786115122,165947702.671852
67,Brejo do Burgo,Brazil,Indigenous Territory,Y,17924.8496,6ecdbe9a-3890-4d25-ad87-fbd4fb5f6ba6,{A73D694B-D0CD-432D-B1B2-EFE3AA978215},68335.3910457439,185390862.521392
68,Buriti,Brazil,Indigenous Territory,Y,2090.1691,0e031552-1d75-4e9f-b4f3-091e43f12ead,{478C9670-E5A1-4828-ABA7-ABA0A229F666},23900.1973546451,24044326.5464099
69,Buriti,Brazil,Indigenous Territory,Y,17200,416f39e0-9d2a-4c06-b93e-25749354c9e3,{0D0186CC-D784-46D6-B31A-E5E6E50CED85},83390.1548331927,197839551.858722
70,Buritizinho,Brazil,Indigenous Territory,Y,9.7428,f77cfe91-ef6f-4a07-8de2-1d6a090feff0,{5489C5B1-D6E3-4CCB-BABF-93A46BE3B3D4},1374.78686413831,117450.436560838
71,Caarap=,Brazil,Indigenous Territory,Y,3594.4154,b71e7fb9-c244-44fe-a865-25058b1bfa64,{0F7FA36E-B568-4BF9-8736-4197D82F8ABB},27915.2664786373,42708924.5762307
72,Cabeceira do Rio Acre,Brazil,Indigenous Territory,Y,78512.5834,52dc9146-192a-4040-b566-0a87dcd7ed17,{2748E1FB-5AF0-48DB-91C0-EE5033C1F348},165074.614461612,825171178.887076
73,Cacau do Tarauaca,Brazil,Indigenous Territory,Y,28367.2948,0eda2490-abd2-46b5-827d-dc8e74f8133d,{B2D60E02-61D1-4D67-9391-F70317FE143C},83754.7518314757,293276384.560737
74,Cachoeira dos Inßcios,Brazil,Indigenous Reserve,Y,80,54c93a56-e615-4f9c-a932-3c5b4378a400,{CE942958-A404-4055-906A-0B79B2638FF2},5395.57408857928,1051371.45847804
75,Cachoeira Seca,Brazil,Indigenous Territory,Y,733688.2507,c831d145-4ea7-4224-9307-52a26026c82b,{0F1D765D-F46C-493B-A4E4-6CC6C50C466B},543783.096144457,7431530597.4233
76,Cachoeirinha,Brazil,Indigenous Reserve,Y,2658.1634,42b590ae-84a9-4df0-b5c3-eeb3f8bc26ee,{AD1BA37C-36DC-4FB5-B773-BC603A1F8F3C},23986.3833567764,31212506.8204526
77,Cachoeirinha,Brazil,Indigenous Territory,Y,36288,c5052d06-78ab-4586-a4bc-e7434f3c6f74,{0516DA01-4FD3-43F5-A6C5-2330EC8EB06D},107386.37697906,413772428.598781
78,Cacique Doble,Brazil,Indigenous Territory,Y,4426.2833,f98fb4ae-82af-4836-915e-977a33c58c40,{D1DD709B-1ADB-41CD-9188-1D3F882513D0},43120.8150619009,57140113.7933612
79,Caitara/Ilha de Spo Pedro,Brazil,Indigenous Territory,Y,4316.7768,a88c1df3-dc92-45ec-a967-b3458cd1c447,{735423A6-DFC1-4793-9CD4-D224554C8E32},25295.6590599726,39483841.9651455
80,Caieiras Velha,Brazil,Indigenous Territory,Y,2997.2533,9f99fc98-c2e9-41ea-aead-c5efb32d2245,{5A0371A3-F959-4849-8264-2D2B2F134D10},36056.0349049936,34058755.1266564
81,Tupiniquim,Brazil,Indigenous Territory,Y,14282.7968,036d3cf5-5c3b-47e3-bb82-8ba7c93f3848,{64E21D65-DDE8-44D4-9D3F-D6314B3845DD},57567.6035108777,162388519.428184
82,Caititu,Brazil,Indigenous Territory,Y,308062.6156,8ad147ec-596b-411d-b63d-fa25259bbdce,{8F99BE37-919F-4C25-83C0-2CACF2964048},360262.371691813,3176740598.97201
83,Cajueiro,Brazil,Indigenous Territory,Y,4303.8482,c4f2c336-b89c-4084-a493-bb1738977c7b,{4DBF07F0-1794-470B-9E79-24DFB2D92B7C},32369.9807480201,45169540.4595436
84,Cajuhiri Atravessado,Brazil,Indigenous Territory,Y,12500,6ec85ea5-fce4-42ee-bf0a-e0ec219d6d01,{371A82AC-5843-4164-91E8-CF993DDCC4FA},69155.1871161652,126720608.710963
85,Camadeni,Brazil,Indigenous Territory,Y,150930.5549,dfb1d564-31bc-4757-b85d-4fc7dce6985d,{C41356EE-16DC-429C-8F61-DF8831BDDC58},266751.226974925,1543115636.23772
86,Camicua,Brazil,Indigenous Territory,Y,58519.5999,072d70ef-5e21-44aa-81d4-dc4cde0d8578,{E49BC150-14CE-4ED9-A974-D9722F2F3937},143751.22347643,601262877.39089
87,Campinas/Katukina,Brazil,Indigenous Territory,Y,32623.6443,95100b9f-f298-4d6d-acc2-7dd183a35921,{FE127AA6-4C2F-4BAF-A8D0-9FAAD937F835},86425.3225094945,344233672.936319
88,Cana Brava/Guajajara,Brazil,Indigenous Territory,Y,137329.5429,4197059f-8157-4344-84d8-209e7bc00425,{A7EBD7AD-EB2A-46B0-A135-25A1FA3DC847},187857.527365088,1377650280.46322
89,Canauanim,Brazil,Indigenous Territory,Y,11182.4372,6d7335ad-27d5-4e04-ac5c-4ce2565e8c08,{CD940A26-1824-4D9D-914C-8DA86F32A07D},52315.8449675502,115554537.128155
90,Cantagalo,Brazil,Indigenous Territory,Y,283.6761,a162cc6d-ec07-46fc-b5c8-83c976ddd362,{83A58DFC-A903-4124-8B3B-4CFD74D30C8E},10272.5534755921,3812451.16461932
91,Capivari,Brazil,Indigenous Territory,Y,43.3215,df2a8c5b-1c6c-4186-a599-090f56f38954,{41887C79-6CBF-4882-BA36-50F2F3443897},4026.20867573961,584193.312490598
92,Capoto/Jarina,Brazil,Indigenous Territory,Y,634915.2256,73341d96-9d2c-4fe8-917a-86bf9208cf53,{966EBE91-673E-4965-8E0F-E492BAD4C6FD},414664.491405822,6592221506.44668
93,Caramuru/Paraguassu,Brazil,Indigenous Reserve,Y,54105,b0a428d3-f6a7-466d-9299-be11804a7169,{D94F0C5D-5393-4006-9D32-E8809DBF72E2},135067.173432922,589947644.801538
94,Carretpo I,Brazil,Indigenous Territory,Y,1666.4512,6d7776f4-e2a9-4cbb-a6ca-5385292c6cb2,{43F73302-A4AE-4BC0-AF51-B95262A7F9D4},19469.0594291335,18340427.4259974
95,Carretpo II,Brazil,Indigenous Territory,Y,77.5043,af4ae717-ba70-4b65-91bd-b6f500ad6b15,{868BEF2D-46C6-44EE-8FE1-069B56E135B9},5044.64740251629,866354.17497613
96,Carreteiro,Brazil,Indigenous Territory,Y,602.9751,e99d9a74-f126-4dad-99ac-6e19ec2d0f9c,{613BBFDB-177F-4701-A262-C6CEE8A0ECAA},11938.3214663118,7756385.43551379
97,Caru,Brazil,Indigenous Territory,Y,172667.3777,eebe8e05-d963-4d8c-8ff3-a918380a027f,{61BC2562-54A5-488F-A3D2-E194C7939A82},293032.505540511,1727225248.51858
98,Catipari/Mamoria,Brazil,Indigenous Territory,Y,115044.3509,190b8794-356b-4270-a3f2-c6c0cf09c50b,{DAF2F46A-4F9E-400B-B1AF-7DEB093B2A4D},254036.505339152,1177173411.8392
99,Cerrito,Brazil,Indigenous Territory,Y,1950.9806,a67dfe30-0a7c-456b-9d87-5a03532700ca,{C57B3AA8-E9C5-4205-B66B-A92117501071},19977.8515326121,23486238.6402686
100,Coata-Laranjal,Brazil,Indigenous Territory,Y,1153210.1124,b10e0722-04e0-4d64-a18b-4520ba750d27,{DDBB03E6-6752-4310-B7A1-F0509B90C10E},552126.352339479,11683164898.3121
101,Comboios,Brazil,Indigenous Territory,Y,2983.6511,b083f60b-1b7d-4f33-9339-9d62c0eb84fb,{BBAAF928-2DEC-4CC6-BE68-9D3ED2E73F38},52657.2366707263,43966047.908658
102,Coroa Vermelha,Brazil,Indigenous Territory,Y,2299.06,1a40280f-a26a-48a2-82bd-bcba7036b553,{8CFE6F79-92E5-4939-BC2E-BAF95EA8324B},26483.4057004103,16333906.173952
103,C=rrego Jopo Pereira,Brazil,Indigenous Territory,Y,3162.3901,fe165df1-63cd-4210-9b09-d3e7f967254c,{31DE96E2-4A97-4C1A-AFCA-F50D66A684C6},27560.2463785767,31946733.4608651
104,Cuia,Brazil,Indigenous Territory,Y,1322.3875,a66ff8fa-a5d1-4db5-8b6b-bfd248a77baa,{E76F5656-031E-4043-933B-61515956749A},16505.4289948833,13570584.9491418
105,Cuiu-Cuiu,Brazil,Indigenous Territory,Y,36450.9765,46e53780-7800-4213-995b-a47a905f7d90,{289073F0-BE9D-463A-85BF-B2ECCFCD9D05},112978.591860662,367415592.519044
106,Cunhp-Sapucaia,Brazil,Indigenous Territory,Y,471450.5393,0413c673-6b93-4faa-9fe7-0e9c4b3dd603,{39DCDCD3-7AE9-4F71-B1AE-B58151E36A5A},451091.509713685,4769420581.88477
107,Deni,Brazil,Indigenous Territory,Y,1531303.499,5e068bfb-6fac-4d99-aa31-911492e47d89,{E5EC4FC8-A16A-4FE5-AB76-F86B2EFAF968},923472.938101409,15599806941.2464
108,Diahui,Brazil,Indigenous Territory,Y,47354.603,19295fa3-b44e-4eb1-a0ba-304013a1a37b,{7F2D0BB6-625B-4481-958F-B74813AFF615},154647.952360309,486292833.954246
109,Dourados,Brazil,Indigenous Reserve,Y,3474.5957,46b89cd2-cf4e-4500-8dc8-b8a356fdf75a,{BEC15E1E-CA4D-4B35-9C34-77BEDACF4E9F},32829.1223952976,40374116.8719908
110,EnawenO-NawO,Brazil,Indigenous Territory,Y,742088.6783,611fd91d-46b2-462e-aa88-4fe009f10dd9,{B429A772-4A44-48A6-A383-B8A4D7950B92},703168.705145839,7857285179.46543
111,Entre Serras,Brazil,Indigenous Territory,Y,7550.0875,ca951271-8735-4d1f-831f-456be7ea7e03,{78E5FF93-F46B-4FD7-90A1-A80283486A4E},54885.0425795789,77978421.6138775
112,Erikpatsß,Brazil,Indigenous Territory,Y,79934.801,f809173e-8dfd-4649-bf52-7d6efd90fa25,{84855338-709F-4E2E-9BF4-0B5BA7CEF647},195620.479539567,851425887.505347
113,Escondido,Brazil,Indigenous Territory,Y,168938.468,c3763e09-f7d1-4358-94d5-ce2759c47fe9,{EC2B9C58-C900-4D9F-AE3B-FD516D639689},208880.723498811,1746724055.56628
114,Espfrito Santo,Brazil,Indigenous Territory,Y,33849.0871,972ad31f-cb09-4657-b238-7bbedf46890c,{39CB4D46-BFFA-4A8D-8B97-8ECA53E609B8},114370.844797593,341330863.9408
115,Estatpo Parecis,Brazil,Indigenous Territory,Y,2170,2497708a-169c-4e6b-9501-4947a5c024fb,{AA1F6CAF-3D0B-4E65-8E68-5F5913A9A24A},22175.8820008095,23223842.7585232
116,Estivadinho,Brazil,Indigenous Territory,Y,2031.9414,064e1b6e-70df-4541-860e-2f20713483ee,{27145A07-E0C3-473C-85DE-908F6D8772B8},19851.3483434504,21851153.8848371
117,Estrela da Paz,Brazil,Indigenous Territory,Y,12876.4893,5ad9071d-ae5e-4a84-9d43-f1080086cdb2,{E6501395-DBDC-440D-A1ED-25A7A4A932A5},53484.2229076311,126943108.056942
118,+vare I,Brazil,Indigenous Territory,Y,548177.5963,e1a9ebad-e904-4b0d-b30d-58ceeebfd8b6,{61C72196-8F17-4E5F-80DF-7BE606444068},429179.259287065,5547816941.41754
119,+vare II,Brazil,Indigenous Territory,Y,176205.7183,9a6e62ee-e262-4c0d-ab85-14c33d81c9cb,{70EEA80A-31FA-4FCB-9ADA-7C96B80BF3DA},236878.463242633,1746127017.70053
120,Faxinal,Brazil,Indigenous Territory,Y,2043.8948,f71f7ac3-4694-4a0c-bcaf-32374e3f4869,{B8915C15-F87D-4592-A2B5-8F9DA103FE7F},19503.0889755373,22919763.9169731
121,Fazenda Bahiana,Brazil,Indigenous Reserve,Y,304.56,508c5211-56d7-45bd-abdd-e290625eebc1,{76E962BE-486E-46E8-8F89-0E1249529087},7856.16428779351,3259828.30502849
122,Fazenda Canto,Brazil,Indigenous Reserve,Y,276.5494,46adcb42-d441-4682-8f02-d07d06792df4,{D0843702-8FE6-4B8F-BCBA-83C067EBEDFA},10221.4456190487,2970637.36266738
123,Tuxß de Inajß,Brazil,Indigenous Reserve,Y,140,9874053b-6499-4091-8142-0663982a634f,{EF0771C2-80F9-4904-9436-F975BEF5BE02},7138.2044259646,1445740.40279581
124,Fazenda Guarani,Brazil,Indigenous Territory,Y,3269.7126,efd83e5d-be4c-4bf2-af63-fd6ccb47a256,{13CB0688-CD00-4D80-A661-1FCF02C67080},24802.930518041,38459882.6918441
125,Figueiras,Brazil,Indigenous Territory,Y,9858.9291,35eadbd5-0564-4766-a4f8-70036768c844,{9722EDD4-B1AB-4267-A93F-05369A6762A6},44368.7646291386,106011151.983698
126,Fortaleza do Castanho,Brazil,Indigenous Territory,Y,2756.1622,2b53dbb3-d139-4157-9c3a-69967bb66929,{D9DA6B26-A2D8-4D64-91B4-54D8C716D6BF},31755.2621968863,27835406.7760585
127,Fortaleza do Patauß,Brazil,Indigenous Territory,Y,743.5829,f641fd6b-cb84-4dd7-be49-aae4312e2bae,{9D16DE08-C92B-429A-8A2E-2EEE42DF4697},11821.0740018808,7688559.96590551
128,Fulni-(,Brazil,Indigenous Reserve,Y,0,ff0d5dbe-79fe-4476-a73c-9fbfed4703e4,{F0754C5B-79A2-40FE-8B10-3A133A742B3C},43629.7427323001,118970465.21811
129,Funil,Brazil,Indigenous Territory,Y,15703.7974,ace82080-9930-4fcf-b3fc-6b442ffc32c9,{2D9E5D3E-A9DB-4252-8888-DCF7A4D2ABFB},56995.9172893375,163973448.114839
130,Galibi,Brazil,Indigenous Territory,Y,6689.1928,a82a1190-8207-4148-ad6f-eb482b4d6913,{C7B1685E-7742-4869-82F8-F56E3CE46405},36336.894946096,63626347.2374765
131,Gavipo,Brazil,Indigenous Territory,Y,8611.8548,113e70b6-ec30-44e5-a80e-e8fd1df7f59c,{CC0673CE-D2C5-439F-821C-4732162DCFB9},40876.1299039194,84858643.4200336
132,Geralda Toco Preto,Brazil,Indigenous Territory,Y,18506.2081,e44f3268-9b65-4778-bf2c-7e62442114db,{3B61F03A-A5A6-41B1-9A45-91E48572C023},55149.9283100925,187848643.447973
133,Governador,Brazil,Indigenous Territory,Y,41643.7567,cbe10865-42b8-46bb-b124-4c63acfcba28,{5F7700FF-9445-44BD-A8CF-6C8E4B230FE1},85552.8658667699,427752490.015085
134,GuaimbT,Brazil,Indigenous Territory,Y,716.9316,b98dab90-1e7a-4f91-9923-9c6cdfb61690,{DB3C9C44-DE11-4F27-9825-C7FF9780C11F},15941.9220233374,8775208.27214608
